pair,continent_a,continent_b,month,log_mean,log_p5,log_p95,elo_mean,elo_p5,elo_p95
UEFA vs OFC,UEFA,OFC,1999-07,-0.0765658449385576,-0.10354522277670446,-0.05140953421731444,-113.94830609860999,-154.43248478705215,-75.79417948716873
UEFA vs OFC,UEFA,OFC,1999-08,-0.076139119097762,-0.10316901547495139,-0.0509783188560991,-113.31944203620054,-153.8845570616212,-75.06350090102283
UEFA vs OFC,UEFA,OFC,1999-09,-0.07571033747606015,-0.10275756435157724,-0.05053667266217353,-112.6873470983318,-153.36130325593967,-74.57281480014431
UEFA vs OFC,UEFA,OFC,1999-10,-0.07527959853507643,-0.10240127654159599,-0.05006095802301811,-112.05216851972466,-152.89055097423056,-74.02543712503551
UEFA vs OFC,UEFA,OFC,1999-11,-0.07484700073643175,-0.10194070808995362,-0.04958752379812492,-111.4140537709701,-152.16718203175358,-73.3654968355989
UEFA vs OFC,UEFA,OFC,1999-12,-0.074412642541747,-0.1015367624495744,-0.049160243974348594,-110.77315054347075,-151.65812449334663,-72.63092404896193
UEFA vs OFC,UEFA,OFC,2000-01,-0.07397662241264662,-0.10104036609512108,-0.04873898464323983,-110.12960673472924,-150.99608242749665,-71.88899169989567
UEFA vs OFC,UEFA,OFC,2000-02,-0.0735390388107515,-0.10060373184502032,-0.04831347318457673,-109.48357043396743,-150.21378230402033,-71.16102970706562
UEFA vs OFC,UEFA,OFC,2000-03,-0.0730999901976825,-0.10012138920857332,-0.047785134656245676,-108.83518990810884,-149.54826873958248,-70.4467611671814
UEFA vs OFC,UEFA,OFC,2000-04,-0.07265957503506415,-0.09971329169013514,-0.04729354875823138,-108.1846135881079,-149.09056317886262,-69.72991522831673
UEFA vs OFC,UEFA,OFC,2000-05,-0.07221789178451724,-0.09930651238793087,-0.04685267526115551,-107.53199005561096,-148.59355962853695,-69.02996466806731
UEFA vs OFC,UEFA,OFC,2000-06,-0.07177503890766271,-0.0988183772834137,-0.04653945923671104,-106.87746802998092,-147.94669444395882,-68.45053884478094
UEFA vs OFC,UEFA,OFC,2000-07,-0.07133111486612503,-0.0984493244632024,-0.04607051565516538,-106.2211963556688,-147.16379487238882,-67.98123663643328
UEFA vs OFC,UEFA,OFC,2000-08,-0.070886218121525,-0.09808229600079713,-0.0456765992521627,-105.5633239899173,-146.48457467556574,-67.36258566575053
UEFA vs OFC,UEFA,OFC,2000-09,-0.07044044713548361,-0.09756003914066143,-0.04528184601504975,-104.90399999082774,-145.98174672356254,-66.69171380488177
UEFA vs OFC,UEFA,OFC,2000-10,-0.06999390036962523,-0.09701361753083111,-0.04489753359826931,-104.24337350577372,-145.45470583017374,-66.02350663353509
UEFA vs OFC,UEFA,OFC,2000-11,-0.06954667628557078,-0.09661465475514137,-0.04453320492377997,-103.58159376014672,-144.7603830760748,-65.36044698966055
UEFA vs OFC,UEFA,OFC,2000-12,-0.06909887334494112,-0.0962227744952815,-0.044102675043446914,-102.9188100464638,-144.14565466408774,-64.72944828289006
UEFA vs OFC,UEFA,OFC,2001-01,-0.06865059000936079,-0.09582546063474658,-0.04373806195095553,-102.25517171382263,-143.59669484849235,-64.0373975692863
UEFA vs OFC,UEFA,OFC,2001-02,-0.06820192474045057,-0.0953930659334373,-0.04326335342921128,-101.59082815768586,-142.81707672469793,-63.39244542719789
UEFA vs OFC,UEFA,OFC,2001-03,-0.06775297599983138,-0.0948317800351132,-0.04272283891840156,-100.92592881002837,-141.98081278812788,-62.79820417212459
UEFA vs OFC,UEFA,OFC,2001-04,-0.06730384224912765,-0.09428103107501204,-0.04227890113086282,-100.26062312982972,-141.45194643236,-62.27450372411589
UEFA vs OFC,UEFA,OFC,2001-05,-0.06685462194996034,-0.09390835936621897,-0.04174311500467819,-99.59506059389565,-140.8060585257872,-61.42246072168982
UEFA vs OFC,UEFA,OFC,2001-06,-0.06640541356395023,-0.09348192336370284,-0.0411836091395621,-98.92939068803989,-140.01885409177234,-60.77672393466402
UEFA vs OFC,UEFA,OFC,2001-07,-0.06595631555272184,-0.0930832456812218,-0.04064461435966367,-98.26376289861113,-139.24533805702217,-60.14515546422465
UEFA vs OFC,UEFA,OFC,2001-08,-0.06550742637789607,-0.09260293768721625,-0.0402408509620404,-97.59832670434653,-138.54354740252523,-59.49529507502958
UEFA vs OFC,UEFA,OFC,2001-09,-0.06505884450109374,-0.09214474461809083,-0.039831716233409246,-96.9332315685848,-137.89933709258298,-58.86424977643727
UEFA vs OFC,UEFA,OFC,2001-10,-0.06461066838393936,-0.09163766525307446,-0.03944552169790603,-96.26862693182184,-137.23162842683587,-58.22068891249839
UEFA vs OFC,UEFA,OFC,2001-11,-0.06416299648805379,-0.09114951366972832,-0.038987657628902016,-95.60466220459185,-136.56994131104338,-57.58909146965299
UEFA vs OFC,UEFA,OFC,2001-12,-0.06371592727505787,-0.09064468743096263,-0.03871071229884984,-94.94148676070594,-135.895159082919,-56.96216358341958
UEFA vs OFC,UEFA,OFC,2002-01,-0.06326955920657618,-0.09015664164679875,-0.038161456672056504,-94.27924993083124,-135.2564241009722,-56.25652830253212
UEFA vs OFC,UEFA,OFC,2002-02,-0.0628239907442295,-0.08967031999480901,-0.0377370219252676,-93.61810099639348,-134.65241194471474,-55.4860674788019
UEFA vs OFC,UEFA,OFC,2002-03,-0.062379320349638674,-0.0891827316088026,-0.03728436118557257,-92.95818918383516,-133.9597967303471,-54.783049669774385
UEFA vs OFC,UEFA,OFC,2002-04,-0.061935646484428286,-0.08884362575869816,-0.0369630699380493,-92.29966365921209,-133.35835885574116,-54.1741568462883
UEFA vs OFC,UEFA,OFC,2002-05,-0.06149306761021915,-0.08839198964316433,-0.036584048237897,-91.64267352311097,-132.76173254079055,-53.639772235987515
UEFA vs OFC,UEFA,OFC,2002-06,-0.06105168218863213,-0.08787741836124793,-0.03617658731127511,-90.98736780592053,-132.02547606491112,-53.05471505347978
UEFA vs OFC,UEFA,OFC,2002-07,-0.06061158868129171,-0.08742953461034406,-0.035660542068385315,-90.33389546343851,-131.14429602997626,-52.585528135454126
UEFA vs OFC,UEFA,OFC,2002-08,-0.06017288554981874,-0.08689388196075765,-0.03524451906215629,-89.68240537279785,-130.44972615616845,-52.04537411665599
UEFA vs OFC,UEFA,OFC,2002-09,-0.05973567125583415,-0.08640289521410915,-0.03483264687852605,-89.03304632874365,-129.77732996135774,-51.46657464072803
UEFA vs OFC,UEFA,OFC,2002-10,-0.0593000442609624,-0.08600922794553587,-0.03456813065921867,-88.38596704024356,-129.07406925004616,-50.744475192587736
UEFA vs OFC,UEFA,OFC,2002-11,-0.05886610302682431,-0.08552283781121806,-0.034160312975113974,-87.74131612741505,-128.47998811069294,-50.07067865381374
UEFA vs OFC,UEFA,OFC,2002-12,-0.05843394601504084,-0.08505435949112865,-0.03374025805228507,-87.09924211880143,-127.65862131313067,-49.31415444915693
UEFA vs OFC,UEFA,OFC,2003-01,-0.05800367168723637,-0.08461825176203078,-0.03327519893211992,-86.45989344897792,-126.96978930603231,-48.60915016422329
UEFA vs OFC,UEFA,OFC,2003-02,-0.05757537850503181,-0.08414274649665812,-0.0328557806529771,-85.8234184564734,-126.44418979440522,-48.222230793675365
UEFA vs OFC,UEFA,OFC,2003-03,-0.05714916493004812,-0.08365929584629361,-0.032375981455328474,-85.18996538203712,-125.77401589996062,-47.62529235899739
UEFA vs OFC,UEFA,OFC,2003-04,-0.05672512942390962,-0.08320805753325611,-0.03190360368801892,-84.5596823672339,-124.90811573993116,-47.16001252224147
UEFA vs OFC,UEFA,OFC,2003-05,-0.05630337044823727,-0.08277490098215567,-0.03142301354039705,-83.9327174533525,-124.32362220314826,-46.427007237727
UEFA vs OFC,UEFA,OFC,2003-06,-0.05588398646465199,-0.08239056860329681,-0.030883318758866452,-83.30921858065584,-123.96205229388076,-45.600643514739396
UEFA vs OFC,UEFA,OFC,2003-07,-0.05546707593477814,-0.08195580638079494,-0.030480985912721262,-82.68933358795825,-123.60075554660598,-45.168375314051715
UEFA vs OFC,UEFA,OFC,2003-08,-0.05505273732023665,-0.08170491655763468,-0.03014894211974815,-82.0732102125125,-122.96089127356336,-44.446656491544154
UEFA vs OFC,UEFA,OFC,2003-09,-0.05464106908264846,-0.08137662982998543,-0.029668309106282202,-81.46099609023743,-122.25852417384986,-43.833583305908036
UEFA vs OFC,UEFA,OFC,2003-10,-0.05423216968363793,-0.08097292567009165,-0.029118457395780437,-80.85283875626891,-121.51454004637974,-43.07815455853684
UEFA vs OFC,UEFA,OFC,2003-11,-0.05382613758482595,-0.08055856230604289,-0.028548716080684013,-80.24888564581947,-120.84436830390132,-42.34509938030018
UEFA vs OFC,UEFA,OFC,2003-12,-0.05342307124783354,-0.08021103732042993,-0.028157221944838717,-79.6492840953756,-120.24117964415126,-41.49361300458656
UEFA vs OFC,UEFA,OFC,2004-01,-0.05302306913428495,-0.07991222485918623,-0.027798984335504075,-79.05418134421636,-119.8016303079773,-40.715257491046195
UEFA vs OFC,UEFA,OFC,2004-02,-0.05262622970580118,-0.07958757874052229,-0.027339361624258984,-78.4637245362386,-119.10081014348569,-40.28177707667617
UEFA vs OFC,UEFA,OFC,2004-03,-0.0522326514240032,-0.07910334258530653,-0.026864427774350788,-77.87806072211745,-118.35745869001961,-39.509441633878566
UEFA vs OFC,UEFA,OFC,2004-04,-0.05184243275051527,-0.07861449519730716,-0.02639933382965905,-77.29733686178618,-117.60540830491459,-38.8455172827539
UEFA vs OFC,UEFA,OFC,2004-05,-0.05145567214695832,-0.07821241383658824,-0.025979138216254017,-76.7216998272209,-117.06051273012982,-38.140955350794925
UEFA vs OFC,UEFA,OFC,2004-06,-0.05107246807495345,-0.07783177800699517,-0.025550992910423932,-76.15129640555838,-116.607136033313,-37.27474907639288
UEFA vs OFC,UEFA,OFC,2004-07,-0.050692918996124756,-0.07753666698685975,-0.025054639987373006,-75.58627330253117,-116.16336966174111,-36.764189374978805
UEFA vs OFC,UEFA,OFC,2004-08,-0.05031712337209337,-0.0770837003140353,-0.024612284839351076,-75.0267771462067,-115.68321189841478,-36.05209463981975
UEFA vs OFC,UEFA,OFC,2004-09,-0.049945179664480255,-0.07671021916144553,-0.024179691554780548,-74.47295449105643,-115.29216439064936,-35.513130991890016
UEFA vs OFC,UEFA,OFC,2004-10,-0.04957718633490955,-0.07636169205026344,-0.02369024862778062,-73.92495182234197,-114.69485761160799,-35.072868568904404
UEFA vs OFC,UEFA,OFC,2004-11,-0.0492132418450023,-0.07604198461390413,-0.023326572090685498,-73.38291556080293,-114.17421879698276,-34.58925551170542
UEFA vs OFC,UEFA,OFC,2004-12,-0.048853444656379634,-0.07565878532245458,-0.02290740397048144,-72.84699206767397,-113.78023090150518,-33.87567032947532
UEFA vs OFC,UEFA,OFC,2005-01,-0.04849789323066555,-0.07531559168431912,-0.022450345297561295,-72.31732765001675,-113.39058783664538,-33.19528480165926
UEFA vs OFC,UEFA,OFC,2005-02,-0.04814668602948114,-0.07497714306830554,-0.022100774961018345,-71.79406856635327,-112.99349698401376,-32.697217858345915
UEFA vs OFC,UEFA,OFC,2005-03,-0.047799921514447556,-0.07473446274677475,-0.021754407891788754,-71.27736103262687,-112.35122561148748,-32.13499195770224
UEFA vs OFC,UEFA,OFC,2005-04,-0.047457698147188775,-0.07442783279725633,-0.0214611926108725,-70.76735122847698,-111.81342144176452,-31.637910190179014
UEFA vs OFC,UEFA,OFC,2005-05,-0.04712011438932587,-0.074069754527644,-0.02111214473882228,-70.26418530381494,-111.37955227807385,-31.201099828364445
UEFA vs OFC,UEFA,OFC,2005-06,-0.046787268702480046,-0.07380003002552322,-0.02088380142900418,-69.7680093857266,-111.00865804983555,-30.660425612119663
UEFA vs OFC,UEFA,OFC,2005-07,-0.04645925954827522,-0.07340390283808151,-0.020374461412824244,-69.2789695856875,-110.68006427046859,-30.20178773981079
UEFA vs OFC,UEFA,OFC,2005-08,-0.04613618538833248,-0.07303581744698336,-0.020006315998189233,-68.79721200707974,-110.08513386136175,-29.69690274771221
UEFA vs OFC,UEFA,OFC,2005-09,-0.04581814468427309,-0.07273355954073817,-0.01970121789059528,-68.3228827530344,-109.70566668194485,-29.191049340036574
UEFA vs OFC,UEFA,OFC,2005-10,-0.04550523589772086,-0.07243642274528125,-0.01940460087194921,-67.85612793458672,-109.20962426925674,-28.704318632596507
UEFA vs OFC,UEFA,OFC,2005-11,-0.04519755749029696,-0.07214478727967917,-0.019112768219161875,-67.39709367913309,-108.79576931999608,-28.187628969283843
UEFA vs OFC,UEFA,OFC,2005-12,-0.04489516386270481,-0.07185635697182695,-0.01879996101549627,-66.94586083524156,-108.20974090642588,-27.681039050462402
UEFA vs OFC,UEFA,OFC,2006-01,-0.044597933171978764,-0.07154548731407732,-0.01839696967916527,-66.50224908381254,-107.71219264478802,-27.184380123714472
UEFA vs OFC,UEFA,OFC,2006-02,-0.044305699514232855,-0.0711887612378291,-0.018103213494441443,-66.06601287684217,-107.21367228242589,-26.697421054776033
UEFA vs OFC,UEFA,OFC,2006-03,-0.04401829698558115,-0.07090800741311591,-0.01779017882196522,-65.6369067397344,-106.70125425524105,-26.20783643591193
UEFA vs OFC,UEFA,OFC,2006-04,-0.04373555968214009,-0.07069702807467322,-0.017465943533206435,-65.21468526556905,-106.0834921522751,-25.753521815244135
UEFA vs OFC,UEFA,OFC,2006-05,-0.04345732170002375,-0.07043460103999007,-0.01715512106087509,-64.79910310955704,-105.6599884480116,-25.301171673333272
UEFA vs OFC,UEFA,OFC,2006-06,-0.04318341713534618,-0.07019705432344274,-0.016910937195579748,-64.38991498370343,-105.27401118364068,-24.92545300444439
UEFA vs OFC,UEFA,OFC,2006-07,-0.042913680084223825,-0.06995896610125932,-0.016545222740637834,-63.98687565166574,-104.80695110021097,-24.512491821905602
UEFA vs OFC,UEFA,OFC,2006-08,-0.04264794464277074,-0.06972007076314127,-0.0162508256742985,-63.58973992379655,-104.32481012068612,-24.110602771099543
UEFA vs OFC,UEFA,OFC,2006-09,-0.042386044907101066,-0.06944416712405084,-0.016047768493111205,-63.19826265239002,-103.92743953991518,-23.714869362301013
UEFA vs OFC,UEFA,OFC,2006-10,-0.04212781497333111,-0.06921107427041946,-0.01588755678809518,-62.812198727120524,-103.48987669333695,-23.43146347643328
UEFA vs OFC,UEFA,OFC,2006-11,-0.04187308893757501,-0.06890035447170959,-0.015567762319679272,-62.43130307066319,-103.10662319724426,-23.05902274051903
UEFA vs OFC,UEFA,OFC,2006-12,-0.04162170089594694,-0.06867745357973183,-0.015331903608927493,-62.05533063451464,-102.91010423929092,-22.74425609675925
UEFA vs OFC,UEFA,OFC,2007-01,-0.04137348494456312,-0.06846647230406604,-0.015189269870045721,-61.68403639500362,-102.67889840696603,-22.524692931212993
UEFA vs OFC,UEFA,OFC,2007-02,-0.04112827517953771,-0.06826030886768017,-0.014998609080897209,-61.31717534948115,-102.24324653799673,-22.18140143124097
UEFA vs OFC,UEFA,OFC,2007-03,-0.04088590569698493,-0.06806287921613277,-0.014826646405733345,-60.95450251270824,-101.76975294020694,-21.835012486264873
UEFA vs OFC,UEFA,OFC,2007-04,-0.040646210593020926,-0.06778365085056252,-0.014683018256949287,-60.59577291343112,-101.56820978148298,-21.587271114809095
UEFA vs OFC,UEFA,OFC,2007-05,-0.040409023963759914,-0.06753597903958548,-0.014382504901387575,-60.240741591134295,-101.30996864867339,-21.275346831770285
UEFA vs OFC,UEFA,OFC,2007-06,-0.04017417990531614,-0.06728725845015733,-0.01404366341813033,-59.88916359298917,-100.95632921562684,-20.803212861773932
UEFA vs OFC,UEFA,OFC,2007-07,-0.0399415125138057,-0.06703745554955436,-0.013716290211744253,-59.54079397098772,-100.59654045845976,-20.42737560147686
UEFA vs OFC,UEFA,OFC,2007-08,-0.039710855885342795,-0.06678653680505034,-0.013578599334571005,-59.19538777925318,-100.36237799032037,-20.205233869787502
UEFA vs OFC,UEFA,OFC,2007-09,-0.03948204411604172,-0.06653485101093244,-0.013340655191659508,-58.852700071543985,-100.16592227852512,-19.589593320261212
UEFA vs OFC,UEFA,OFC,2007-10,-0.03925491130201854,-0.06628465358729833,-0.013087784299403493,-58.512485898941506,-99.78315355238963,-19.384453264396633
UEFA vs OFC,UEFA,OFC,2007-11,-0.03902929153938748,-0.06611852184860312,-0.012958904009937695,-58.17450030771357,-99.41211025299575,-19.210073905736245
UEFA vs OFC,UEFA,OFC,2007-12,-0.03880501892426281,-0.06597119595966365,-0.012895781534406419,-57.838498337369494,-99.04415753290156,-18.947116214004758
UEFA vs OFC,UEFA,OFC,2008-01,-0.03858192755276062,-0.06583113163071683,-0.012552929916421018,-57.50423501889813,-98.81338261267146,-18.60164681863317
UEFA vs OFC,UEFA,OFC,2008-02,-0.03835985152099509,-0.06568532054874518,-0.012207410975120198,-57.17146537318016,-98.30890476700405,-18.08695055309288
UEFA vs OFC,UEFA,OFC,2008-03,-0.03813862492508055,-0.065486946681186,-0.012187719426336199,-56.83994440959131,-97.95296581897006,-18.02778977116016
UEFA vs OFC,UEFA,OFC,2008-04,-0.037918081861133025,-0.06525516126362793,-0.011880591585498841,-56.50942712478689,-97.59208253187487,-17.69451209348962
UEFA vs OFC,UEFA,OFC,2008-05,-0.037698056425266774,-0.06503852660406237,-0.01156525586653756,-56.17966850166042,-97.31751016013611,-17.36681273842734
UEFA vs OFC,UEFA,OFC,2008-06,-0.037478382713596076,-0.06474855232974752,-0.011364360288502613,-55.85042350849156,-96.99028243195349,-16.894514410234777
UEFA vs OFC,UEFA,OFC,2008-07,-0.03725889482223692,-0.06444740851668676,-0.011184898093032346,-55.521447098275054,-96.76352169874994,-16.585374101895273
UEFA vs OFC,UEFA,OFC,2008-08,-0.03703942684730365,-0.06415127254404203,-0.011012863289645933,-55.19249420822298,-96.38426918935865,-16.324866895200923
UEFA vs OFC,UEFA,OFC,2008-09,-0.036819812884910486,-0.06381787418127342,-0.010842555237963411,-54.86331975945492,-95.96009214035193,-16.070898697279972
UEFA vs OFC,UEFA,OFC,2008-10,-0.036599887031173464,-0.06355744131007421,-0.010673723714768588,-54.53367865686927,-95.74875591051918,-15.755914974250876
UEFA vs OFC,UEFA,OFC,2008-11,-0.03637948338220684,-0.06338818381556388,-0.010498018228172343,-54.20332578918638,-95.17823773110175,-15.44236350178159
UEFA vs OFC,UEFA,OFC,2008-12,-0.03615843603412491,-0.06322286729706414,-0.010169499015419393,-53.87201602917984,-94.83910573125323,-15.097204597111354
UEFA vs OFC,UEFA,OFC,2009-01,-0.035936579083043735,-0.06289690848631362,-0.009973830840579644,-53.539504234087325,-94.50086508547143,-14.79746096657695
UEFA vs OFC,UEFA,OFC,2009-02,-0.03571374662507751,-0.06256322280448194,-0.00967468156416711,-53.205545246193,-94.12096104394047,-14.322199118909102
UEFA vs OFC,UEFA,OFC,2009-03,-0.035489772756340535,-0.062312773006440114,-0.009376710386229404,-52.86989389359762,-93.74942601003252,-13.983226597874808
UEFA vs OFC,UEFA,OFC,2009-04,-0.035264491572948885,-0.06198321607125292,-0.00920585803321563,-52.53230499116737,-93.2591518731394,-13.606095444973088
UEFA vs OFC,UEFA,OFC,2009-05,-0.0350377371710168,-0.0616528469629956,-0.009103282682004868,-52.1925333416535,-93.0067052744053,-13.341296320399215
UEFA vs OFC,UEFA,OFC,2009-06,-0.03480934364665847,-0.06150666067124661,-0.008761514106861056,-51.850333736998834,-92.80043310877579,-13.152975255486435
UEFA vs OFC,UEFA,OFC,2009-07,-0.03457914509599007,-0.06138358772145902,-0.008624844581629758,-51.50546095982307,-92.27932719942363,-12.798693283208813
UEFA vs OFC,UEFA,OFC,2009-08,-0.03434697561512577,-0.06125625392609715,-0.008391160342430795,-51.15766978507701,-91.83016100634356,-12.487454785653963
UEFA vs OFC,UEFA,OFC,2009-09,-0.03411266930017983,-0.06097482767429252,-0.008237385125172872,-50.80671498188401,-91.51146091838237,-12.298661620781786
UEFA vs OFC,UEFA,OFC,2009-10,-0.03387606024726837,-0.060699581470626554,-0.008014319210893867,-50.45235131555836,-91.10376546321194,-11.973383549741284
UEFA vs OFC,UEFA,OFC,2009-11,-0.03363698255250562,-0.060439973564041294,-0.007738846082104536,-50.09433354979276,-90.58135295717335,-11.606259681186911
